permission_risk,usage_risk,orphan_risk,temporal_risk,admin_access,full_access_policies,policy_count,unused_permissions_pct,api_calls_7d,services_used,inactive_days,unusual_hour_access,new_source_ip,failed_auth_attempts,sensitive_actions,cross_service_access,identity_type,risk_score
16,19,5,28,0,1,0,64,13,6,113,0,0,3,0,10,AWS Service Identity,51.53
21,54,72,39,0,0,1,32,28,12,35,0,0,2,1,8,IAM Role,62.21
39,92,7,55,0,1,8,99,16,15,159,0,0,0,4,8,IAM Role,91.23
92,49,60,39,1,1,3,72,28,3,50,1,1,3,4,8,IAM User,100.0
62,35,6,17,0,0,0,95,28,5,110,0,0,3,1,7,IAM Role,60.15
85,10,69,30,0,1,2,97,27,14,94,0,0,1,1,5,IAM User,79.04
25,39,23,40,0,1,0,55,30,5,107,0,0,3,1,0,IAM Role,59.57
85,23,9,52,0,0,4,36,33,3,134,0,0,2,2,0,AWS Service Identity,59.92
7,98,6,92,0,0,5,95,25,13,167,0,0,0,3,10,IAM User,87.83
22,53,19,55,0,1,3,100,24,7,130,0,0,0,1,5,IAM Role,65.11
52,13,54,39,0,1,6,12,21,9,164,0,0,3,5,10,IAM User,88.42
5,6,7,66,0,0,4,64,28,7,157,0,0,2,3,0,IAM Role,45.92
86,85,81,78,0,0,8,60,25,9,64,0,0,0,0,6,IAM User,87.55
87,94,61,43,0,0,6,75,29,4,101,0,0,0,0,3,AWS Service Identity,74.91
54,77,30,49,0,1,0,98,20,11,35,0,0,6,2,4,IAM User,88.31
30,12,99,22,0,1,2,25,21,5,167,0,0,1,2,7,Unknown,86.84
9,9,66,87,0,1,6,98,19,8,175,0,0,3,0,5,AWS Service Identity,70.68
62,19,67,87,0,2,4,64,26,2,160,0,1,2,1,1,IAM Role,81.37
54,75,17,17,0,1,6,8,25,0,134,0,0,2,0,10,AWS Service Identity,54.43
76,77,71,34,0,0,3,51,29,9,153,0,0,1,2,7,AWS Service Identity,79.86
60,84,56,27,0,1,0,13,31,2,143,0,0,1,0,3,AWS Service Identity,60.77
12,9,99,93,0,4,7,96,21,14,41,1,0,2,2,6,IAM User,83.55
12,15,48,6,0,1,7,77,31,15,47,1,0,2,1,1,IAM Role,51.81
78,90,68,20,0,0,5,91,15,5,96,0,0,1,0,4,IAM User,79.13
16,93,34,31,0,0,3,60,21,4,76,1,0,2,0,4,IAM Role,57.92
94,73,4,56,0,0,0,40,24,8,133,0,0,3,1,4,IAM User,79.12
10,10,12,25,0,2,6,43,38,3,133,0,0,3,1,5,IAM Role,43.56
73,6,87,54,0,0,5,95,29,13,176,0,1,3,2,10,IAM Role,100.0
98,5,74,75,0,1,6,15,17,1,142,0,0,0,2,0,IAM User,76.69
44,69,36,83,1,2,1,89,22,7,2,0,0,2,1,6,IAM Role,81.91
5,85,70,10,0,0,6,42,25,3,61,1,0,1,1,10,AWS Service Identity,47.33
88,63,0,14,0,0,6,59,34,13,59,0,0,0,2,9,AWS Service Identity,65.79
18,26,3,9,0,0,7,67,26,2,114,0,0,1,1,9,IAM User,46.55
53,76,51,91,0,0,5,8,38,7,61,0,0,2,0,4,IAM Role,68.48
99,5,63,65,0,0,6,15,27,13,177,0,0,1,0,6,AWS Service Identity,79.81
75,83,94,53,0,0,3,16,27,7,52,0,0,2,1,6,IAM User,84.11
4,90,76,79,0,0,6,78,23,2,79,0,1,0,3,9,IAM User,78.45
82,72,25,59,0,0,6,7,20,2,147,0,0,1,0,10,IAM User,77.72
16,88,82,23,0,1,7,61,23,9,66,0,0,2,2,2,IAM Role,63.86
75,59,49,51,0,1,7,10,30,1,8,0,0,0,0,1,IAM User,51.15
62,47,83,71,0,0,0,77,25,5,60,0,0,1,3,2,AWS Service Identity,73.02
29,32,17,3,0,0,7,98,18,9,65,0,0,2,1,2,IAM Role,48.74
42,93,2,61,0,1,7,41,27,6,110,0,0,0,0,3,IAM User,65.94
11,70,5,50,0,1,4,21,33,13,128,0,0,0,1,10,AWS Service Identity,61.67
99,19,100,7,0,1,4,44,34,11,99,0,0,3,0,2,AWS Service Identity,74.45
24,96,8,26,0,0,6,69,24,2,73,0,0,0,0,4,IAM User,49.26
31,5,94,45,0,1,4,73,30,13,91,0,0,2,0,3,IAM User,70.59
50,59,73,34,0,0,3,64,20,14,26,1,0,0,2,2,IAM User,74.36
67,19,14,29,0,1,7,58,35,3,32,0,1,0,2,2,IAM User,67.48
51,67,87,65,0,0,7,63,26,5,110,0,0,1,6,10,IAM User,89.3
51,41,14,40,0,0,1,21,28,6,156,1,0,1,1,6,AWS Service Identity,74.48
58,44,14,50,0,0,7,20,18,6,94,0,1,1,2,1,IAM User,56.81
86,67,58,80,0,2,2,94,35,7,10,1,0,1,0,7,IAM User,95.61
39,76,29,9,0,0,1,58,24,14,177,0,0,0,1,6,IAM Role,64.03
84,38,29,36,0,1,7,86,23,10,58,1,0,1,1,3,IAM Role,76.61
79,100,19,7,0,0,2,63,21,14,135,0,1,1,2,8,AWS Service Identity,88.96
97,50,61,93,0,2,1,45,20,5,162,1,0,3,1,8,AWS Service Identity,100.0
92,16,2,18,0,0,2,57,26,8,178,0,0,1,2,8,IAM User,77.03
80,0,24,82,0,0,4,69,21,1,21,0,0,3,2,7,IAM User,63.55
24,20,55,19,0,2,1,18,19,4,33,0,0,3,1,4,Unknown,50.44
78,69,49,32,0,0,1,46,20,9,116,0,0,5,0,2,IAM Role,77.97
74,54,70,61,0,1,3,73,32,2,137,0,1,0,6,0,Unknown,99.05
29,34,21,83,0,0,1,8,28,15,151,1,0,2,0,10,IAM User,74.87
68,48,65,17,1,1,1,7,20,4,99,0,0,5,1,9,AWS Service Identity,76.84
25,84,76,21,0,0,8,16,30,2,28,0,0,2,1,2,IAM Role,51.35
52,57,39,89,0,0,5,59,29,12,128,0,0,1,1,8,IAM User,79.71
80,5,25,32,0,1,0,24,33,1,120,0,0,3,2,0,IAM Role,59.94
19,4,56,21,0,2,0,44,18,5,84,1,0,4,4,2,IAM Role,68.61
34,48,58,75,0,1,7,13,27,3,115,0,0,2,1,1,IAM User,72.61
80,40,9,9,0,0,2,25,32,11,38,0,0,1,0,3,IAM User,58.94
45,85,57,87,0,2,1,1,31,13,146,0,0,1,3,3,AWS Service Identity,88.15
97,58,15,88,0,0,5,81,26,3,8,0,0,2,1,5,IAM User,74.99
0,76,57,86,0,0,7,47,23,6,151,0,0,5,0,5,IAM User,70.31
72,59,94,29,0,1,3,17,28,7,151,0,0,3,2,1,IAM User,82.1
82,34,54,11,0,1,6,53,29,11,124,0,1,3,1,1,IAM User,84.46
92,66,76,42,0,2,3,94,28,5,147,0,1,2,2,9,AWS Service Identity,100.0
15,62,31,33,0,0,0,83,30,8,165,0,0,2,3,6,AWS Service Identity,66.55
99,72,93,96,0,1,7,89,35,8,29,0,0,2,1,10,IAM User,100.0
39,19,82,63,0,0,8,41,25,0,98,0,0,0,0,1,Unknown,64.95
35,64,92,95,0,1,8,36,33,9,116,0,0,3,2,3,AWS Service Identity,81.29
35,28,74,75,0,1,0,31,24,9,170,0,0,2,2,1,IAM User,80.89
64,79,65,72,0,0,5,30,22,15,133,0,0,5,0,10,AWS Service Identity,89.0
66,80,53,11,0,1,5,92,22,8,107,0,1,1,1,1,IAM User,76.77
47,63,93,6,0,0,0,13,24,14,100,0,0,1,2,8,Unknown,88.06
7,95,85,4,0,2,8,85,21,5,26,0,0,1,1,2,IAM Role,57.07
99,54,42,59,0,1,0,92,23,11,57,0,0,0,1,8,IAM Role,80.37
22,2,8,20,0,0,2,85,24,14,78,0,0,2,3,5,IAM User,50.04
9,61,0,99,1,2,8,63,29,2,159,0,0,5,2,10,AWS Service Identity,86.7
60,78,23,13,0,0,5,86,16,9,155,0,0,1,4,0,IAM User,76.76
41,10,6,95,0,0,6,3,26,14,116,0,0,2,2,3,IAM User,60.61
62,10,21,67,0,0,4,82,22,8,19,0,1,4,0,7,IAM User,66.03
88,27,11,10,0,2,6,51,23,14,130,0,0,0,2,10,AWS Service Identity,80.49
9,85,99,5,1,0,0,96,24,6,83,0,0,2,2,5,IAM User,79.94
28,53,9,39,0,0,6,8,22,14,118,0,0,1,2,1,AWS Service Identity,50.53
52,98,63,34,0,0,0,93,25,10,78,0,1,1,0,6,IAM Role,82.65
79,88,35,31,0,1,1,57,29,7,130,0,0,0,3,5,IAM User,88.06
60,56,17,53,0,0,4,10,28,3,39,0,0,0,1,8,IAM User,64.95
38,68,70,13,0,2,4,51,28,2,26,0,0,1,4,6,IAM User,64.91
61,33,98,13,0,0,1,3,26,4,39,0,0,1,1,9,IAM Role,57.28
98,9,79,70,0,0,7,8,26,12,166,0,0,2,1,1,AWS Service Identity,76.73
48,40,98,100,0,0,2,53,21,7,13,0,0,1,0,6,IAM User,75.23
89,59,59,27,0,1,7,82,23,6,51,0,0,4,3,8,AWS Service Identity,83.35
78,18,68,94,0,0,0,10,30,7,61,0,0,0,1,4,IAM User,71.23
30,22,14,34,0,0,2,26,28,5,151,0,0,0,1,5,AWS Service Identity,44.77
25,1,86,33,0,1,2,39,24,12,65,0,0,1,1,7,AWS Service Identity,57.64
77,74,75,9,0,1,5,54,17,6,161,0,0,0,2,5,AWS Service Identity,79.06
20,90,25,42,0,3,3,0,27,7,178,0,0,0,1,4,IAM Role,74.59
34,83,35,50,0,0,1,64,24,8,117,1,0,0,0,6,AWS Service Identity,62.66
23,38,61,67,0,0,5,50,23,10,62,0,0,1,3,8,IAM User,68.44
61,59,1,15,0,0,8,97,25,5,108,0,1,2,1,1,IAM User,59.04
29,97,82,19,0,0,1,30,24,1,121,0,0,1,0,9,IAM User,67.2
66,59,28,43,0,0,2,49,25,11,19,1,0,1,0,2,IAM Role,61.96
94,29,7,7,0,0,4,8,23,8,150,0,0,2,0,1,IAM Role,61.19
83,34,33,14,0,0,6,92,26,10,78,0,0,0,1,1,IAM Role,61.52
95,73,84,63,0,0,1,84,22,8,153,0,1,0,2,0,AWS Service Identity,90.21
2,45,27,96,0,0,2,35,20,8,110,0,0,2,2,10,IAM User,65.51
46,84,54,57,0,1,2,46,30,15,155,0,1,0,1,3,IAM Role,93.92
22,87,81,14,1,1,5,86,22,0,14,0,0,1,2,8,IAM User,64.9
92,3,3,100,0,2,0,29,34,1,7,0,0,1,2,2,IAM User,61.93
71,73,76,52,0,1,5,23,33,14,20,0,0,6,1,5,IAM Role,87.0
32,37,29,72,0,1,3,24,19,14,158,0,0,0,1,4,Unknown,74.67
56,52,70,19,0,0,2,71,22,6,179,0,1,0,4,7,IAM Role,85.79
61,26,18,58,0,1,7,21,28,8,180,0,0,2,2,10,IAM User,79.92
50,37,14,7,0,0,7,8,14,7,60,0,1,3,0,7,IAM Role,53.32
47,33,79,63,0,0,7,16,28,15,47,1,0,0,0,7,IAM User,73.63
5,5,81,20,0,0,7,99,19,7,63,0,0,1,2,2,AWS Service Identity,43.56
45,79,99,91,0,0,2,88,29,12,147,1,1,1,2,1,IAM Role,95.5
35,14,68,5,1,1,7,96,32,5,45,0,0,1,2,0,IAM User,60.56
82,37,47,65,0,0,1,28,21,6,99,0,0,1,1,3,IAM User,63.1
87,19,19,14,0,1,2,44,28,10,116,0,0,1,5,6,IAM User,75.28
75,16,29,69,0,0,4,49,34,6,65,0,0,1,1,0,Unknown,68.59
3,37,65,49,0,2,6,52,26,0,85,0,0,0,1,2,IAM User,57.16
84,92,34,97,0,0,5,2,32,2,120,0,0,4,1,6,AWS Service Identity,90.49
40,95,48,65,0,2,5,60,30,13,143,0,0,1,1,9,IAM Role,90.83
42,38,16,37,0,0,3,3,28,5,34,0,0,5,1,10,IAM Role,51.27
95,51,44,8,0,0,5,27,37,1,92,1,0,2,1,2,IAM User,70.09
87,99,24,60,0,2,4,29,25,15,27,0,1,2,2,1,AWS Service Identity,95.16
5,23,11,44,0,0,4,68,26,15,2,0,0,2,4,6,IAM User,59.72
36,95,13,5,0,2,5,90,31,7,116,0,0,0,3,10,IAM Role,72.13
75,10,52,58,0,1,5,70,23,10,87,0,0,1,1,4,IAM Role,72.17
54,22,37,21,0,0,2,43,25,12,46,0,0,1,2,9,IAM Role,64.12
26,34,10,23,0,1,1,53,23,1,9,0,0,1,0,8,AWS Service Identity,40.41
53,3,51,0,0,2,2,51,18,4,171,0,0,5,3,9,IAM User,80.9
87,82,16,37,0,0,3,14,26,8,149,1,0,0,1,10,IAM Role,80.69
22,86,1,22,0,1,1,96,27,8,169,0,0,1,1,1,IAM User,66.36
75,38,13,7,0,1,1,92,19,5,20,0,1,5,0,4,IAM User,70.39
74,84,45,43,0,0,8,24,17,0,2,0,0,2,1,0,IAM User,53.33
89,78,96,22,0,1,2,11,18,15,39,0,0,3,1,0,IAM User,89.19
30,80,24,13,0,1,6,16,20,9,18,0,1,0,2,5,IAM User,62.74
21,81,28,47,0,0,1,63,19,12,83,0,1,3,3,7,IAM User,75.22
55,57,24,6,0,2,8,2,27,6,116,0,0,3,4,9,IAM User,80.32
53,11,35,100,0,0,1,10,18,8,35,1,0,1,1,1,IAM Role,61.62
41,93,72,47,0,0,3,65,29,7,71,0,0,0,2,0,IAM Role,70.09
78,61,32,100,1,1,7,14,16,6,97,1,0,1,3,1,IAM User,98.57
80,91,66,89,1,1,1,6,23,10,57,0,0,2,1,10,IAM User,100.0
24,96,90,98,0,1,4,2,29,15,83,0,0,0,1,7,IAM User,87.89
80,18,95,54,0,1,7,71,27,12,106,0,0,3,1,5,IAM Role,77.84
23,40,56,42,0,0,0,36,25,10,172,0,0,3,2,1,IAM User,71.05
41,19,72,72,0,1,0,28,21,0,56,1,0,1,0,4,IAM User,65.84
2,5,92,8,0,0,7,64,28,8,15,0,0,3,3,1,IAM User,52.01
34,97,79,84,0,2,2,17,29,15,157,0,0,2,0,0,IAM User,86.83
96,93,30,32,0,1,8,52,30,6,104,1,0,2,5,4,IAM User,100.0
44,94,13,0,1,1,8,48,26,8,85,0,0,3,2,5,IAM Role,76.7
71,89,11,24,0,0,7,68,29,5,130,0,0,3,4,4,IAM Role,74.25
10,65,89,24,0,0,8,63,19,3,177,0,0,2,2,9,IAM Role,74.78
64,52,56,1,0,0,7,68,16,11,23,0,0,3,1,10,IAM Role,70.42
37,100,29,67,0,1,3,21,27,5,155,0,0,0,3,1,IAM Role,65.02
75,55,34,9,0,1,8,14,24,9,115,0,0,4,2,3,IAM User,76.27
93,64,28,85,0,0,3,53,25,9,105,0,0,0,1,5,AWS Service Identity,74.57
53,21,80,45,0,3,5,5,25,13,156,0,0,0,0,4,IAM Role,71.73
10,75,61,72,0,0,0,45,29,15,55,0,0,0,0,4,IAM User,65.33
48,82,88,34,0,1,8,63,20,8,142,0,0,1,2,7,IAM Role,85.44
12,68,30,13,0,0,5,82,14,0,103,0,0,0,1,1,IAM User,48.63
45,50,47,18,0,2,8,65,23,9,169,0,0,1,4,9,IAM Role,85.57
6,19,12,65,0,0,3,100,21,14,84,0,0,3,3,2,IAM Role,61.27
64,3,98,72,0,1,2,56,32,7,130,0,0,0,2,3,AWS Service Identity,76.75
31,63,51,27,0,1,4,45,22,9,90,0,0,1,1,2,AWS Service Identity,61.36
20,68,55,36,0,0,7,24,19,12,71,1,0,2,0,6,IAM Role,60.26
1,78,41,95,0,0,4,67,28,7,67,0,1,2,0,7,IAM Role,68.58
89,96,27,86,0,3,7,81,20,6,166,0,0,0,0,6,AWS Service Identity,96.4
84,50,95,41,0,2,1,32,20,7,151,1,0,2,1,5,IAM User,100.0
81,83,49,24,0,1,6,7,23,13,40,0,0,0,2,3,AWS Service Identity,70.75
5,72,68,30,0,0,6,1,18,7,156,0,0,3,1,7,IAM User,61.67
35,27,3,54,0,0,8,63,22,5,105,0,0,1,2,1,IAM User,49.82
98,85,27,57,0,0,0,66,26,9,18,0,0,2,2,3,IAM User,86.4
58,5,81,18,0,2,3,12,22,11,138,1,0,1,2,7,AWS Service Identity,70.5
12,60,8,6,0,1,0,2,34,14,29,0,0,2,0,7,IAM User,50.98
14,94,10,50,0,0,3,66,21,14,157,1,0,2,4,2,IAM User,84.45
26,66,81,80,0,0,6,40,23,12,82,0,0,4,0,3,IAM User,77.15
98,94,31,15,0,0,5,42,26,12,165,0,0,1,1,3,IAM User,92.08
17,5,27,41,0,0,6,26,31,7,87,0,1,3,3,9,IAM User,64.33
91,53,57,16,0,0,6,72,27,5,15,1,1,2,1,6,IAM Role,79.23
68,78,19,24,0,0,8,75,26,9,138,1,0,0,1,1,IAM User,71.56
93,64,4,61,0,0,7,5,32,11,131,0,0,1,1,1,AWS Service Identity,69.67
83,88,0,28,1,1,5,9,21,8,54,1,0,2,2,0,AWS Service Identity,76.16
33,46,8,26,0,0,7,56,26,3,36,0,0,4,1,2,IAM User,46.06
83,68,16,100,0,1,0,60,20,0,156,0,0,1,0,2,IAM User,75.96
17,42,70,17,0,1,6,14,20,0,141,0,1,1,1,4,IAM Role,51.48
29,88,30,19,0,1,4,15,21,6,53,1,0,1,3,8,IAM User,69.12
21,12,7,93,0,1,8,68,22,12,126,0,0,1,2,9,IAM User,65.63
13,25,1,55,0,0,4,45,31,12,43,0,0,1,3,6,Unknown,56.89
9,9,48,4,0,0,1,12,23,12,32,1,0,0,2,8,Unknown,44.71
18,70,84,42,0,0,6,61,37,11,120,0,0,2,1,7,AWS Service Identity,73.99
12,23,34,57,0,1,8,7,24,0,150,0,0,1,1,3,IAM User,53.74
38,32,6,25,0,0,0,23,25,14,166,0,1,3,1,6,IAM Role,67.09
7,84,23,55,0,1,0,72,20,15,83,0,0,3,0,3,IAM Role,73.08
6,36,50,65,0,0,5,22,20,13,25,0,0,5,0,3,IAM User,60.0
99,14,19,25,0,1,5,6,20,7,98,0,0,1,0,10,IAM Role,68.59
8,2,98,82,0,3,4,96,25,3,123,1,0,1,1,10,IAM User,85.27
7,22,77,45,0,0,0,22,15,14,175,0,0,3,2,7,IAM User,70.01
3,92,34,97,0,1,5,52,39,2,20,0,0,3,1,6,IAM Role,64.87
13,55,96,8,0,1,5,83,24,12,118,1,0,0,6,7,IAM User,86.18
53,100,32,32,0,0,7,99,19,15,92,0,0,1,1,8,IAM User,84.58
83,21,14,72,0,0,3,81,19,14,106,1,0,1,0,0,AWS Service Identity,72.71
74,35,94,90,0,0,3,34,34,8,16,0,0,0,1,3,Unknown,79.19
58,16,96,22,0,0,0,86,18,13,3,1,0,1,2,1,IAM Role,71.72
8,40,31,99,0,1,5,1,24,13,109,0,0,2,2,5,AWS Service Identity,62.75
78,56,60,19,0,2,5,32,22,15,36,0,0,0,3,3,Unknown,87.16
3,81,17,42,0,1,2,20,34,5,111,0,0,1,0,3,IAM User,47.18
63,37,64,31,1,0,6,53,30,10,4,1,1,1,1,9,IAM User,82.73
41,77,69,42,0,0,8,90,30,13,145,1,0,2,1,2,IAM User,94.48
89,63,71,91,0,2,1,78,24,3,60,0,0,7,2,10,IAM User,100.0
31,29,57,73,0,1,5,100,38,3,81,0,1,2,0,4,AWS Service Identity,67.75
64,92,71,80,1,1,6,13,22,6,62,0,0,1,1,2,IAM User,83.81
44,43,56,25,0,1,0,75,22,5,75,0,0,1,1,1,IAM User,51.12
52,15,82,95,0,2,1,73,20,12,95,1,0,1,2,7,IAM User,98.38
94,97,18,43,0,1,3,46,25,14,116,0,0,1,1,9,IAM User,91.64
71,92,48,65,0,1,1,9,21,2,124,0,0,1,1,9,AWS Service Identity,79.36
41,5,42,70,0,1,3,10,28,5,179,1,0,1,2,1,IAM User,72.5
45,91,53,66,0,1,1,92,22,14,32,0,0,2,2,9,IAM User,90.69
71,95,14,60,0,0,8,29,24,9,157,0,0,2,4,2,IAM User,85.45
34,83,32,48,0,0,5,64,24,3,108,0,0,1,1,5,IAM User,60.1
16,25,96,65,0,1,2,95,28,9,56,0,0,1,0,0,IAM Role,63.63
47,63,10,91,0,1,7,49,26,14,165,0,0,3,1,2,IAM User,82.45
6,54,64,39,0,1,0,21,19,5,127,0,0,3,1,3,IAM User,52.16
17,62,67,51,0,1,5,48,24,7,33,0,0,0,0,10,IAM User,66.6
42,62,47,18,0,2,6,23,23,9,31,0,0,0,3,3,AWS Service Identity,63.52
80,64,3,35,0,0,7,18,20,13,119,0,0,2,0,3,IAM Role,72.38
78,51,3,77,1,0,2,81,29,9,132,0,0,1,0,3,IAM Role,87.73
26,69,27,64,0,1,5,34,25,15,8,0,0,2,1,2,IAM Role,63.95
42,53,10,21,0,1,6,69,35,12,113,0,0,4,1,5,AWS Service Identity,67.72
15,1,9,55,0,0,7,73,17,6,96,0,0,0,3,2,IAM User,49.87
76,3,16,82,0,2,1,55,18,7,175,0,0,0,0,3,IAM User,71.32
24,96,19,12,0,2,8,54,28,11,134,0,1,2,1,5,IAM Role,69.32
80,91,84,6,0,1,2,18,19,1,164,0,0,4,1,8,IAM User,86.36
85,59,64,39,0,1,3,53,32,3,6,0,0,4,2,1,AWS Service Identity,74.06
69,17,3,66,0,0,1,75,31,3,138,0,0,1,0,3,IAM User,57.69
33,78,63,31,0,0,1,19,26,12,60,0,0,1,1,6,AWS Service Identity,62.37
96,14,13,82,1,1,2,23,21,13,100,0,0,0,2,10,AWS Service Identity,88.72
69,38,42,85,0,1,1,69,31,13,158,0,0,0,1,10,IAM Role,91.78
65,33,3,53,0,0,6,99,21,1,157,0,0,2,0,9,AWS Service Identity,58.61
86,1,9,38,0,1,5,39,14,4,40,0,0,1,1,5,IAM Role,55.65
89,81,13,4,0,0,3,83,21,4,43,1,0,1,1,1,AWS Service Identity,58.88
7,51,43,82,0,1,4,18,26,0,130,0,0,3,1,10,IAM User,73.34
89,31,46,90,0,0,5,57,38,4,158,0,0,1,3,6,IAM User,92.27
77,51,35,44,0,1,1,95,17,6,110,0,0,1,3,9,IAM Role,82.58
20,0,62,52,0,1,2,44,24,14,9,0,0,2,3,10,IAM User,73.56
31,44,72,76,0,0,7,51,22,2,29,0,0,1,3,8,IAM User,67.3
76,52,73,70,1,2,0,15,29,13,135,1,0,2,0,4,AWS Service Identity,92.12
21,34,58,13,0,1,8,53,23,13,134,0,0,1,0,6,IAM Role,61.47
45,83,55,67,0,4,8,59,29,2,162,0,0,0,0,7,IAM User,96.98
69,25,49,93,0,1,2,99,23,4,96,1,0,2,2,9,IAM User,88.74
65,13,24,75,1,1,2,20,16,7,77,0,0,1,3,2,IAM User,72.28
91,53,49,48,0,0,1,37,31,15,20,0,0,3,1,6,IAM User,75.11
11,89,1,52,0,0,5,65,31,12,141,0,0,0,2,6,AWS Service Identity,56.57
29,37,97,26,0,0,1,95,27,15,171,0,0,2,2,2,IAM User,76.27
99,4,37,66,0,0,7,24,28,5,8,1,0,1,1,4,IAM User,61.07
57,97,76,24,0,0,3,70,32,14,89,0,1,1,0,10,IAM Role,86.03
25,44,96,34,1,1,8,88,29,15,64,1,0,0,1,0,IAM User,87.62
29,17,50,26,0,2,7,63,9,9,134,0,0,3,2,5,IAM User,70.88
34,62,87,33,0,0,3,43,19,2,138,0,0,2,1,6,IAM Role,69.78
55,32,48,37,0,2,5,23,23,4,39,0,0,1,3,9,IAM Role,72.25
28,94,13,8,0,2,0,29,23,2,172,0,1,0,1,3,Unknown,68.42
62,29,2,72,0,1,0,5,25,12,24,0,1,1,4,4,IAM Role,66.04
44,55,13,44,0,1,4,15,22,5,141,0,0,2,0,0,IAM User,60.22
61,54,95,95,0,0,4,44,22,11,134,0,1,2,0,3,AWS Service Identity,84.23
15,24,47,18,0,1,3,14,18,4,29,0,0,3,1,10,AWS Service Identity,47.76
62,50,32,67,0,1,0,1,24,15,121,1,0,0,2,8,IAM Role,91.28
93,11,45,18,0,1,7,69,26,12,48,0,0,1,1,4,Unknown,72.03
13,65,25,55,0,1,3,7,30,6,49,0,0,0,3,6,AWS Service Identity,50.05
33,76,87,49,0,0,4,14,28,7,15,0,0,1,2,10,AWS Service Identity,63.8
70,95,100,45,0,0,3,60,26,0,135,0,0,3,3,4,IAM User,87.53
62,32,8,66,0,3,4,93,14,2,146,1,0,2,2,3,IAM Role,80.25
68,28,72,83,0,0,5,73,28,15,91,1,1,1,0,9,IAM User,94.22
56,55,33,31,0,0,6,3,21,13,140,0,0,1,3,9,IAM Role,73.97
68,69,4,85,0,1,4,16,19,13,63,0,0,0,4,5,IAM Role,78.84
61,100,93,18,0,0,1,74,14,10,102,0,1,2,2,0,Unknown,97.35
7,2,6,29,1,2,7,73,31,3,142,0,0,2,0,0,Unknown,58.04
75,24,20,31,0,0,2,39,28,1,77,0,0,3,1,1,IAM User,58.17
45,26,2,96,1,0,0,95,23,11,111,0,0,1,3,7,IAM Role,78.18
5,25,47,11,0,0,0,89,27,5,26,1,0,1,1,1,IAM Role,35.67
41,46,60,39,0,0,6,75,31,0,91,0,0,0,1,0,IAM User,52.3
43,88,32,42,0,1,3,75,18,0,154,0,0,1,2,7,IAM User,77.44
8,3,7,80,0,3,0,79,24,8,139,0,0,2,1,5,IAM User,70.74
100,82,11,49,0,0,7,14,26,13,54,1,0,1,0,5,AWS Service Identity,80.52
22,62,94,97,0,0,2,70,26,5,98,0,0,1,1,2,IAM User,73.59
33,62,81,74,0,0,8,94,20,15,112,0,1,3,0,2,Unknown,96.59
44,68,94,71,0,2,7,22,24,6,169,1,0,1,4,2,IAM User,100.0
84,11,53,76,0,0,0,1,29,11,150,0,1,3,2,7,Unknown,93.42
75,75,55,16,0,1,6,36,26,3,148,0,0,3,1,10,IAM User,83.47
77,25,79,45,0,1,5,27,16,9,136,0,1,2,0,10,AWS Service Identity,95.56
23,52,62,59,0,0,1,95,20,4,64,0,0,0,1,1,IAM User,59.85
85,68,44,21,1,0,3,45,26,12,68,0,0,0,1,7,IAM Role,81.92
83,60,29,11,1,0,4,66,29,7,84,0,0,2,1,8,AWS Service Identity,78.08
46,32,49,13,0,0,1,99,23,0,77,1,1,0,1,0,AWS Service Identity,47.26
55,40,6,79,0,1,6,79,20,3,173,0,0,1,2,7,AWS Service Identity,69.77
3,48,19,66,0,1,2,75,20,5,158,0,1,0,0,4,IAM User,58.09
76,4,74,28,0,0,8,97,21,7,162,0,0,0,2,2,IAM User,74.73
97,73,87,74,0,0,7,69,28,4,109,0,0,2,2,8,IAM User,96.43
47,10,10,70,0,0,5,23,21,9,34,0,0,1,3,10,IAM User,60.73
54,46,9,82,0,0,1,73,25,15,26,0,1,1,1,6,IAM Role,71.23
50,66,8,91,0,0,0,32,17,11,49,0,0,3,0,2,IAM Role,56.2
8,8,79,89,0,3,1,33,18,4,117,0,0,2,1,4,AWS Service Identity,68.86
62,100,31,18,0,1,4,65,17,10,65,0,1,1,3,5,AWS Service Identity,71.38
72,38,33,77,0,0,7,31,23,15,118,0,0,1,4,9,IAM Role,83.63
93,1,1,39,0,0,1,2,25,3,159,0,0,1,3,8,AWS Service Identity,55.92
93,66,98,40,0,1,6,100,19,3,60,0,0,2,0,7,IAM User,85.29
49,56,43,65,1,0,0,57,19,0,167,0,0,1,1,8,IAM User,79.84
96,64,80,60,0,0,2,67,21,13,92,1,0,1,2,7,IAM Role,100.0
53,75,71,42,0,1,5,81,23,13,145,0,0,1,0,3,AWS Service Identity,73.11
64,48,14,100,0,4,7,64,28,6,10,0,0,1,1,1,IAM User,75.41
60,83,80,17,0,1,6,61,22,13,49,0,0,2,3,9,IAM Role,80.08
100,37,55,9,0,1,4,79,28,10,168,0,0,1,1,6,IAM Role,83.11
74,55,61,2,0,0,0,29,25,15,160,1,0,1,1,10,IAM User,88.11
12,16,20,82,0,0,2,83,19,14,103,0,0,3,2,7,IAM User,71.11
7,62,85,41,0,0,7,73,25,15,5,0,0,0,2,5,AWS Service Identity,49.72
41,26,94,44,0,1,0,18,16,6,10,0,0,2,1,7,IAM Role,63.73
52,70,41,65,0,2,6,14,27,10,76,0,1,1,2,7,IAM User,82.29
67,80,9,43,0,0,6,88,20,2,162,1,0,2,1,10,AWS Service Identity,74.09
